Total,Year,residence,region,wealth_q,elderly_hoh,sex_hoh,sex_ch,mother_edu,age_in_months,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,chweight,breastmilk,cont_1223_bf
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,42.0,0,0,0,0,0,100,0.908366,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,31.0,0,0,0,0,0,100,0.924706,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,0.924706,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,55.0,0,0,0,0,0,100,0.924706,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,20.0,0,0,100,100,100,100,0.924706,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,45.0,0,0,0,0,0,100,0.924706,0,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.924706,0,0.0
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,48.0,0,0,0,0,0,100,0.924706,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,16.0,0,0,100,100,100,100,0.924706,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,0.0,100,0,0,0,0,0,0.924706,100,
Total,2000,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.924706,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,31.0,0,0,0,0,0,100,0.924706,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,47.0,0,0,0,0,0,100,0.924706,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,2.0,100,0,0,0,0,0,0.924706,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.924706,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,8.0,0,100,0,0,100,100,0.915175,100,
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,35.0,0,0,0,0,0,100,0.915175,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,48.0,0,0,0,0,0,100,0.915175,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,35.0,0,0,0,0,0,100,0.915175,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,19.0,0,0,100,100,100,100,0.915175,0,0.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,8.0,0,100,0,0,100,100,0.915175,100,
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,34.0,0,0,0,0,0,100,0.915175,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,36.0,0,0,0,0,0,100,0.915175,0,
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,29.0,0,0,0,0,0,100,0.915175,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,9.0,0,0,100,0,100,100,0.915175,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.915175,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,43.0,0,0,0,0,0,100,0.915175,0,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.915175,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,47.0,0,0,0,0,0,100,0.915175,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,39.0,0,0,0,0,0,100,0.904427,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,13.0,0,0,100,100,100,100,0.904427,100,100.0
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.904427,0,0.0
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,24.0,0,0,0,0,0,100,0.904427,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,36.0,0,0,0,0,0,100,0.904427,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,9.0,0,0,100,0,100,100,0.904427,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,24.0,0,0,0,0,0,100,0.904427,100,
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,59.0,0,0,0,0,0,100,0.904427,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,12.0,0,0,100,100,100,100,0.904427,0,0.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,39.0,0,0,0,0,0,100,0.904427,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.904427,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,20.0,0,0,100,100,100,100,0.904427,0,0.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,22.0,0,0,100,100,100,100,0.931285,0,0.0
Total,2000,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,30.0,0,0,0,0,0,100,0.931285,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,31.0,0,0,0,0,0,100,0.931285,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,24.0,0,0,0,0,0,100,0.931285,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.931285,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,38.0,0,0,0,0,0,100,0.931285,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,49.0,0,0,0,0,0,100,0.931285,0,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,0.931285,100,
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,46.0,0,0,0,0,0,100,0.931285,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,7.0,0,100,0,0,100,100,0.931285,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,58.0,0,0,0,0,0,100,0.931285,100,
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,31.0,0,0,0,0,0,100,0.931285,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,41.0,0,0,0,0,0,100,0.931285,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,9.0,0,0,100,0,100,100,0.931285,100,
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,32.0,0,0,0,0,0,100,0.931285,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,,0,0,0,0,0,0,0.931285,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,28.0,0,0,0,0,0,100,0.931285,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,36.0,0,0,0,0,0,100,0.901072,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,25.0,0,0,0,0,0,100,0.901072,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,10.0,0,0,100,0,100,100,0.901072,100,
Total,2000,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,22.0,0,0,100,100,100,100,0.901072,0,0.0
Total,2000,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,5.0,100,0,0,0,0,0,0.901072,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,25.0,0,0,0,0,0,100,0.901072,0,
Total,2000,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,20.0,0,0,100,100,100,100,0.901072,0,0.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,21.0,0,0,100,100,100,100,0.901072,0,0.0
Total,2000,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,1.0,100,0,0,0,0,0,0.901072,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,20.0,0,0,100,100,100,100,0.901072,0,0.0
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,20.0,0,0,100,100,100,100,0.901072,100,100.0
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.901072,100,
Total,2000,Rural,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,50.0,0,0,0,0,0,100,0.901072,0,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,58.0,0,0,0,0,0,100,0.901072,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,0.901072,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,0.901072,100,
Total,2000,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,29.0,0,0,0,0,0,100,0.901072,0,
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,56.0,0,0,0,0,0,100,0.920697,100,
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,38.0,0,0,0,0,0,100,0.920697,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,13.0,0,0,100,100,100,100,0.920697,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,36.0,0,0,0,0,0,100,0.920697,100,
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,36.0,0,0,0,0,0,100,0.920697,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,0.920697,100,
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,40.0,0,0,0,0,0,100,0.920697,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,0.920697,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.920697,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,38.0,0,0,0,0,0,100,0.920697,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,0.920697,100,100.0
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,59.0,0,0,0,0,0,100,0.920697,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,41.0,0,0,0,0,0,100,0.906912,0,
Total,2000,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,26.0,0,0,0,0,0,100,0.906912,0,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.906912,100,100.0
Total,2000,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,32.0,0,0,0,0,0,100,0.906912,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0.0,100,0,0,0,0,0,0.906912,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.906912,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,44.0,0,0,0,0,0,100,0.906912,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,50.0,0,0,0,0,0,100,0.906912,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,14.0,0,0,100,100,100,100,0.906912,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,,0,0,0,0,0,0,0.906912,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,18.0,0,0,100,100,100,100,0.906912,0,0.0
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,8.0,0,100,0,0,100,100,0.906912,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,35.0,0,0,0,0,0,100,0.919225,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,58.0,0,0,0,0,0,100,0.919225,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: None/ECE,,0,0,0,0,0,0,0.919225,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,6.0,0,100,0,0,100,100,0.919225,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: None/ECE,4.0,100,0,0,0,0,0,0.919225,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,1.0,100,0,0,0,0,0,0.919225,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,9.0,0,0,100,0,100,100,0.919225,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,42.0,0,0,0,0,0,100,0.919225,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,38.0,0,0,0,0,0,100,0.919225,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,4.0,100,0,0,0,0,0,0.919225,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,9.0,0,0,100,0,100,100,0.919225,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,4.0,100,0,0,0,0,0,0.919225,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,11.0,0,0,100,0,100,100,0.919225,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,29.0,0,0,0,0,0,100,0.919225,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,12.0,0,0,100,100,100,100,0.919225,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,48.0,0,0,0,0,0,100,0.906837,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,18.0,0,0,100,100,100,100,0.906837,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,15.0,0,0,100,100,100,100,0.906837,100,100.0
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,30.0,0,0,0,0,0,100,0.906837,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,12.0,0,0,100,100,100,100,0.906837,100,100.0
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,34.0,0,0,0,0,0,100,0.906837,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,18.0,0,0,100,100,100,100,0.906837,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,13.0,0,0,100,100,100,100,0.906837,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,4.0,100,0,0,0,0,0,0.906837,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,21.0,0,0,100,100,100,100,0.906837,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,24.0,0,0,0,0,0,100,0.906837,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,18.0,0,0,100,100,100,100,0.906837,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,16.0,0,0,100,100,100,100,0.91722,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.91722,100,100.0
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,25.0,0,0,0,0,0,100,0.91722,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,2.0,100,0,0,0,0,0,0.91722,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,36.0,0,0,0,0,0,100,0.91722,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.91722,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,2.0,100,0,0,0,0,0,0.91722,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,48.0,0,0,0,0,0,100,0.91722,100,
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,28.0,0,0,0,0,0,100,0.91722,0,
Total,2000,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,9.0,0,0,100,0,100,100,0.91722,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,22.0,0,0,100,100,100,100,0.910917,100,100.0
Total,2000,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,57.0,0,0,0,0,0,100,0.910917,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,9.0,0,0,100,0,100,100,0.910917,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,58.0,0,0,0,0,0,100,0.910917,0,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,0.910917,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,0.0,100,0,0,0,0,0,0.910917,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,59.0,0,0,0,0,0,100,0.910917,0,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,5.0,100,0,0,0,0,0,0.910917,100,
Total,2000,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,8.0,0,100,0,0,100,100,0.910917,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,44.0,0,0,0,0,0,100,0.94913,100,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,1.0,100,0,0,0,0,0,0.94913,100,
Total,2000,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,10.0,0,0,100,0,100,100,0.94913,100,
Total,2000,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,29.0,0,0,0,0,0,100,0.94913,0,
Total,2000,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,45.0,0,0,0,0,0,100,0.94913,0,
Total,2000,Urban,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,55.0,0,0,0,0,0,100,3.137264,0,
Total,2000,Urban,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,54.0,0,0,0,0,0,100,3.137264,0,
Total,2000,Urban,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,23.0,0,0,100,100,100,100,3.137264,0,0.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,13.0,0,0,100,100,100,100,2.384822,100,100.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,49.0,0,0,0,0,0,100,2.384822,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,53.0,0,0,0,0,0,100,2.384822,0,
Total,2000,Rural,Plain,Poor,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: None/ECE,,0,0,0,0,0,0,2.384822,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,14.0,0,0,100,100,100,100,2.384822,100,100.0
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,27.0,0,0,0,0,0,100,2.384822,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,6.0,0,100,0,0,100,100,2.384822,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,2.384822,100,100.0
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,18.0,0,0,100,100,100,100,2.384822,100,100.0
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,2.384822,100,100.0
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,2.384822,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,40.0,0,0,0,0,0,100,2.384822,0,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,5.0,100,0,0,0,0,0,2.384822,100,
Total,2000,Rural,Plain,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,26.0,0,0,0,0,0,100,2.384822,100,
Total,2000,Rural,Plain,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,32.0,0,0,0,0,0,100,2.382723,0,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,46.0,0,0,0,0,0,100,2.382723,0,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,2.382723,0,
Total,2000,Rural,Plain,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,17.0,0,0,100,100,100,100,2.382723,0,0.0
Total,2000,Rural,Plain,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,47.0,0,0,0,0,0,100,2.382723,0,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,28.0,0,0,0,0,0,100,2.382723,100,
Total,2000,Rural,Plain,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,3.0,100,0,0,0,0,0,2.382723,100,
