Total,Year,residence,region,wealth_q,elderly_hoh,sex_hoh,sex_ch,mother_edu,age_in_months,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,chweight,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch
Total,2014,Rural,Great Lake,Middle,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,8.0,0,100,0,0,100,100,0.979805,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,2.0,100,0,0,0,100.0,0,0,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,1.0,100,0,0,0,0,0,0.233189,100,0,100,0.0,,0,0,100,0,0,0,0,,7.0,,,,0,0,100,0,,0,100,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,12.0,0,0,100,100,100,100,0.233189,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,8.0,0,100,0,0,100,100,0.233189,0,0,0,,,100,0,100,0,0,0,0,0.0,4.0,,,1.0,0,0,100,100,100.0,0,100,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.233189,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,40.0,0,0,0,0,0,100,0.233189,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Higher,20.0,0,0,100,100,100,100,0.233189,0,0,0,,0.0,100,0,0,100,0,100,0,0.0,,,,7.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,36.0,0,0,0,0,0,100,0.233189,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,41.0,0,0,0,0,0,100,0.233189,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,29.0,0,0,0,0,0,100,0.233189,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Poor,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,27.0,0,0,0,0,0,100,0.581674,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,0.581674,0,0,0,,,100,0,100,100,100,0,0,0.0,3.0,,,7.0,0,0,100,100,100.0,0,100,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,54.0,0,0,0,0,0,100,0.581674,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,0.581674,0,0,0,,,100,0,100,0,100,100,0,0.0,2.0,,,6.0,0,0,100,100,100.0,0,100,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,25.0,0,0,0,0,0,100,0.581674,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,20.0,0,0,100,100,100,100,0.581674,0,0,0,,0.0,100,0,0,100,100,100,100,100.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,4.0,100,0,0,0,0,0,0.741249,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,13.0,0,0,100,100,100,100,0.741249,0,0,0,,0.0,100,0,100,100,100,100,0,100.0,3.0,,,6.0,0,0,100,100,100.0,0,100,100,100.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,39.0,0,0,0,0,0,100,0.741249,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,38.0,0,0,0,0,0,100,0.741249,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,13.0,0,0,100,100,100,100,0.741249,0,0,0,,0.0,100,100,100,100,100,100,0,100.0,5.0,,,7.0,0,0,100,100,100.0,0,100,100,100.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.741249,0,0,100,0.0,,0,0,100,0,0,0,0,,5.0,,,,0,0,100,0,,0,100,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,3.0,100,0,0,0,0,0,0.741249,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Higher,6.0,0,100,0,0,100,100,0.741249,100,0,100,,,0,0,100,0,0,0,0,0.0,6.0,,,,0,0,100,0,0.0,0,100,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,37.0,0,0,0,0,0,100,0.741249,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,35.0,0,0,0,0,0,100,0.741249,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,20.0,0,0,100,100,100,100,0.773705,100,0,0,,100.0,100,0,100,100,100,0,100,100.0,,1.0,,7.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,4.0,100,0,0,0,0,0,0.773705,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,36.0,0,0,0,0,0,100,0.773705,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,8.0,0,100,0,0,100,100,0.773705,100,0,0,,,100,0,0,100,100,100,100,100.0,,,,3.0,100,0,0,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,19.0,0,0,100,100,100,100,0.773705,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,3.0,,,7.0,0,0,100,100,100.0,0,100,100,100.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,21.0,0,0,100,100,100,100,0.773705,0,0,0,,0.0,100,0,0,100,0,100,100,0.0,,,,7.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,33.0,0,0,0,0,0,100,0.430191,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,0.430191,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,,,,7.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,7.0,0,100,0,0,100,100,0.430191,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,6.0,100,0,100,0,100.0,0,0,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,26.0,0,0,0,0,0,100,0.430191,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,,0,0,0,0,0,0,0.430191,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,30.0,0,0,0,0,0,100,0.430191,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,47.0,0,0,0,0,0,100,0.430191,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,0.430191,100,0,0,0.0,,100,0,0,0,0,0,0,,,,,3.0,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Secondary,33.0,0,0,0,0,0,100,0.430191,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,46.0,0,0,0,0,0,100,1.068186,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: None/ECE,45.0,0,0,0,0,0,100,1.068186,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,39.0,0,0,0,0,0,100,1.068186,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,15.0,0,0,100,100,100,100,1.068186,100,0,0,,100.0,0,0,0,100,0,0,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,17.0,0,0,100,100,100,100,2.618566,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,4.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,15.0,0,0,100,100,100,100,2.618566,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,,,,7.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,21.0,0,0,100,100,100,100,2.618566,100,0,0,,100.0,100,0,0,100,100,0,100,100.0,,,,7.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,23.0,0,0,100,100,100,100,2.618566,0,0,0,,0.0,100,100,100,100,100,100,100,100.0,,,,4.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,28.0,0,0,0,0,0,100,2.618566,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,4.0,100,0,0,0,0,0,2.618566,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,37.0,0,0,0,0,0,100,2.618566,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,7.0,0,100,0,0,100,100,2.618566,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,6.0,100,0,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,53.0,0,0,0,0,0,100,0.885367,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,18.0,0,0,100,100,100,100,0.885367,100,0,0,,100.0,100,100,100,100,100,0,100,100.0,,3.0,,3.0,0,100,100,0,100.0,100,100,0,100.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,23.0,0,0,100,100,100,100,0.885367,0,0,0,,0.0,100,100,100,0,100,100,0,100.0,,3.0,,4.0,0,0,100,100,100.0,0,100,100,100.0
Total,2014,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,59.0,0,0,0,0,0,100,0.885367,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,17.0,0,0,100,100,100,100,0.885367,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,7.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,19.0,0,0,100,100,100,100,0.885367,0,0,0,,0.0,100,100,100,100,0,100,100,100.0,,,,7.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,35.0,0,0,0,0,0,100,0.885367,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,19.0,0,0,100,100,100,100,0.885367,0,0,0,,0.0,100,0,0,100,0,0,100,0.0,,,,7.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,33.0,0,0,0,0,0,100,0.885367,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,26.0,0,0,0,0,0,100,0.885367,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,15.0,0,0,100,100,100,100,0.885367,0,0,0,,0.0,100,0,100,100,0,100,0,0.0,,3.0,,2.0,0,0,100,100,100.0,0,100,0,0.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,21.0,0,0,100,100,100,100,1.301193,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,0.0,100,0,0,0,0,0,1.301193,100,0,100,0.0,,0,0,100,0,0,0,0,,,2.0,,,0,0,0,0,,0,100,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,30.0,0,0,0,0,0,100,1.301193,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,45.0,0,0,0,0,0,100,1.301193,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,14.0,0,0,100,100,100,100,1.301193,100,0,0,,100.0,0,0,0,100,0,100,0,0.0,,,,6.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,1.301193,100,0,0,,,0,0,0,0,0,0,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,23.0,0,0,100,100,100,100,1.301193,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,5.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,8.0,0,100,0,0,100,100,1.301193,100,0,0,,,100,0,0,100,0,100,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,1.301193,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,,,,6.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,3.0,100,0,0,0,0,0,1.301193,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,12.0,0,0,100,100,100,100,1.301193,100,0,0,,100.0,0,0,0,100,0,0,0,0.0,,,,6.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,4.0,100,0,0,0,0,0,1.301193,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,9.0,0,0,100,0,100,100,1.301193,100,0,0,,,0,0,0,0,0,0,0,0.0,,,,4.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,8.0,0,100,0,0,100,100,1.301193,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,7.0,0,100,0,0,100,100,1.301193,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,27.0,0,0,0,0,0,100,1.041093,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,5.0,100,0,0,0,0,0,1.041093,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,45.0,0,0,0,0,0,100,1.041093,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,39.0,0,0,0,0,0,100,1.041093,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,23.0,0,0,100,100,100,100,1.041093,0,0,0,,0.0,100,0,0,100,100,100,0,0.0,,,,7.0,0,0,100,100,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,2.0,100,0,0,0,0,0,1.041093,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,1.041093,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,4.0,100,0,0,0,0,0,0.576607,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,2.0,100,0,0,0,0,0,0.576607,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.576607,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,19.0,0,0,100,100,100,100,0.576607,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,0.576607,100,0,0,0.0,,100,0,0,0,0,0,0,,,,,3.0,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,3.0,100,0,0,0,0,0,0.576607,100,0,100,0.0,,0,0,100,0,0,0,0,,2.0,,,,0,0,0,0,,0,100,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Secondary,3.0,100,0,0,0,0,0,0.576607,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,39.0,0,0,0,0,0,100,0.576607,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: YES,Female,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.576607,100,0,0,,,0,0,0,0,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,10.0,0,0,100,0,100,100,0.576607,100,0,0,,,100,0,0,100,0,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,33.0,0,0,0,0,0,100,0.576607,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,1.0,100,0,0,0,0,0,1.039887,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,23.0,0,0,100,100,100,100,1.039887,100,0,0,,100.0,100,0,100,100,100,100,100,100.0,,3.0,,4.0,0,100,100,0,100.0,100,100,0,100.0
Total,2014,Rural,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,53.0,0,0,0,0,0,100,1.039887,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: Primary,21.0,0,0,100,100,100,100,1.039887,100,0,0,,100.0,100,0,0,100,100,0,0,0.0,,,,7.0,0,100,100,0,100.0,0,0,0,0.0
Total,2014,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,21.0,0,0,100,100,100,100,1.039887,100,0,0,,100.0,100,0,100,100,0,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,17.0,0,0,100,100,100,100,0.391568,100,0,0,,100.0,100,0,100,100,100,100,100,100.0,,,1.0,3.0,0,100,100,0,100.0,100,0,0,100.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,20.0,0,0,100,100,100,100,0.391568,0,0,0,,0.0,0,0,100,100,100,100,0,0.0,,4.0,2.0,4.0,0,0,100,100,100.0,0,100,0,0.0
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,37.0,0,0,0,0,0,100,0.391568,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,27.0,0,0,0,0,0,100,0.391568,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,57.0,0,0,0,0,0,100,0.391568,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2014,Urban,Great Lake,Richest,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,3.0,100,0,0,0,0,0,0.391568,100,0,0,0.0,,0,0,0,0,0,0,0,,,,,2.0,0,0,0,0,,0,0,0,
