Total,Year,residence,region,wealth_q,elderly_hoh,sex_hoh,sex_ch,mother_edu,age_in_months,ch_age_cat_0_5,ch_age_cat_6_8,ch_age_cat_9_23,ch_age_cat_12_23,ch_age_cat_6_23,ch_age_cat_6_59,chweight,breastmilk,liquids_none,solids_none,excl_bf,cont_1223_bf,grains,legumes,dairy,flesh,eggs,vitaminA,other,mdd_ch,formula_times,other_milk_times,yogurt_times,solid_semi_soft_times,mmf_bf_68,mmf_bf_923,solid_semi_soft_milk_times,mmf_nbf_623,mmf_ch,mad_bf_623,milk_feeds_2,mad_nbf_623,mad_ch
Total,2010,Rural,Great Lake,Middle,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,16.0,0,0,100,100,100,100,0.906649,100,0,0,,100.0,100,0,0,0,0,0,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.906649,0,0,0,,0.0,100,0,0,100,0,0,0,0.0,,,,4.0,0,0,100,100,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,40.0,0,0,0,0,0,100,0.906649,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,25.0,0,0,0,0,0,100,0.906649,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,44.0,0,0,0,0,0,100,0.906649,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: None/ECE,11.0,0,0,100,0,100,100,1.017962,0,0,0,,,100,0,100,100,0,0,100,0.0,6.0,,,5.0,0,0,100,100,100.0,0,100,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,0.0,100,0,0,0,0,0,1.017962,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,1.017962,100,0,0,,100.0,100,0,0,100,100,0,0,0.0,,,,7.0,0,100,100,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,6.0,0,100,0,0,100,100,1.017962,100,0,0,,,100,0,0,0,100,0,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Rich,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,1.017962,100,0,0,,100.0,100,0,0,100,100,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,20.0,0,0,100,100,100,100,1.017962,100,0,0,,100.0,100,100,100,100,100,100,100,100.0,,5.0,,3.0,0,100,100,0,100.0,100,100,0,100.0
Total,2010,Rural,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,59.0,0,0,0,0,0,100,1.017962,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,41.0,0,0,0,0,0,100,1.017962,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,45.0,0,0,0,0,0,100,0.779911,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,50.0,0,0,0,0,0,100,0.779911,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,1.0,100,0,0,0,0,0,0.779911,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,44.0,0,0,0,0,0,100,0.779911,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,13.0,0,0,100,100,100,100,0.779911,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,,1.0,,3.0,0,100,100,0,100.0,100,0,0,100.0
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,11.0,0,0,100,0,100,100,0.779911,100,0,0,,,100,0,0,100,100,100,100,100.0,,,,4.0,0,100,100,0,100.0,100,0,0,100.0
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.779911,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,31.0,0,0,0,0,0,100,0.779911,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,24.0,0,0,0,0,0,100,0.582979,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0.0,100,0,0,0,0,0,0.582979,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,22.0,0,0,100,100,100,100,0.582979,0,0,0,,0.0,100,0,0,100,100,0,100,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,42.0,0,0,0,0,0,100,0.582979,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,47.0,0,0,0,0,0,100,0.582979,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,31.0,0,0,0,0,0,100,0.582979,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,4.0,100,0,0,0,0,0,0.582979,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,13.0,0,0,100,100,100,100,0.582979,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,37.0,0,0,0,0,0,100,0.717687,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,45.0,0,0,0,0,0,100,0.717687,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,0.0,100,0,0,0,0,0,0.717687,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,22.0,0,0,100,100,100,100,0.717687,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,7.0,0,100,100,0,100.0,100,0,0,100.0
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,26.0,0,0,0,0,0,100,0.717687,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,42.0,0,0,0,0,0,100,0.717687,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: Secondary,19.0,0,0,100,100,100,100,0.717687,100,0,0,,100.0,100,100,0,100,100,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,18.0,0,0,100,100,100,100,0.717687,0,0,0,,0.0,100,0,0,100,0,100,100,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,36.0,0,0,0,0,0,100,0.717687,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,48.0,0,0,0,0,0,100,0.545998,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,51.0,0,0,0,0,0,100,0.545998,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Higher,6.0,0,100,0,0,100,100,0.545998,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.545998,100,0,0,,100.0,100,100,0,100,0,100,100,100.0,,,,,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,28.0,0,0,0,0,0,100,0.545998,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,24.0,0,0,0,0,0,100,0.545998,100,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,16.0,0,0,100,100,100,100,0.545998,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.545998,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Urban,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Secondary,17.0,0,0,100,100,100,100,0.715945,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,57.0,0,0,0,0,0,100,0.715945,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,55.0,0,0,0,0,0,100,0.715945,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,16.0,0,0,100,100,100,100,0.715945,0,0,0,,0.0,100,0,0,100,100,100,100,100.0,,,,,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Urban,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,22.0,0,0,100,100,100,100,0.715945,0,0,0,,0.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,18.0,0,0,100,100,100,100,0.715945,0,0,0,,0.0,100,100,0,100,100,100,0,100.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Urban,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,48.0,0,0,0,0,0,100,0.715945,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,46.0,0,0,0,0,0,100,0.506054,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Male,Mother Edu: None/ECE,17.0,0,0,100,100,100,100,0.506054,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Urban,Great Lake,Richest,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,23.0,0,0,100,100,100,100,0.506054,100,0,0,,100.0,100,0,100,100,0,0,0,0.0,,3.0,,3.0,0,100,100,0,100.0,0,100,0,0.0
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: None/ECE,11.0,0,0,100,0,100,100,0.506054,100,0,0,,,100,0,0,100,100,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,39.0,0,0,0,0,0,100,0.506054,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,15.0,0,0,100,100,100,100,0.506054,100,0,0,,100.0,100,0,0,100,0,100,100,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,13.0,0,0,100,100,100,100,0.506054,100,0,0,,100.0,100,0,0,100,100,100,100,100.0,,,,,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Urban,Great Lake,Richest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,32.0,0,0,0,0,0,100,0.506054,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Richest,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Secondary,24.0,0,0,0,0,0,100,0.506054,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Rich,Elderly HoH: NO,Female,CH Sex: Female,Mother Edu: None/ECE,33.0,0,0,0,0,0,100,0.506054,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Urban,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,19.0,0,0,100,100,100,100,0.506054,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,57.0,0,0,0,0,0,100,0.979205,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: YES,Female,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,0.979205,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,12.0,0,0,100,100,100,100,0.979205,100,0,0,,100.0,100,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,32.0,0,0,0,0,0,100,0.979205,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,36.0,0,0,0,0,0,100,0.979205,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,19.0,0,0,100,100,100,100,0.979205,0,0,0,,0.0,100,0,0,100,100,100,100,100.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,21.0,0,0,100,100,100,100,0.979205,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,2.0,100,0,0,0,0,0,0.979205,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,11.0,0,0,100,0,100,100,0.979205,100,0,0,,,100,0,0,100,0,0,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,35.0,0,0,0,0,0,100,0.979205,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Secondary,23.0,0,0,100,100,100,100,0.954813,100,0,0,,100.0,100,100,0,100,0,100,0,100.0,,,,3.0,0,100,0,0,100.0,100,0,0,100.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,33.0,0,0,0,0,0,100,0.954813,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,,0,0,0,0,0,0,0.954813,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,55.0,0,0,0,0,0,100,0.954813,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,13.0,0,0,100,100,100,100,0.954813,100,0,0,,100.0,100,0,100,100,0,100,100,100.0,,1.0,,3.0,0,100,100,0,100.0,100,0,0,100.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,58.0,0,0,0,0,0,100,0.954813,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,58.0,0,0,0,0,0,100,0.954813,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,34.0,0,0,0,0,0,100,0.954813,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: None/ECE,55.0,0,0,0,0,0,100,1.085852,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: None/ECE,35.0,0,0,0,0,0,100,1.085852,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,46.0,0,0,0,0,0,100,1.085852,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Secondary,3.0,100,0,0,0,0,0,1.085852,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,,0,0,0,0,0,0,1.085852,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,19.0,0,0,100,100,100,100,1.085852,100,0,0,,100.0,100,0,0,100,0,0,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Female,CH Sex: Male,Mother Edu: Primary,5.0,100,0,0,0,0,0,1.260963,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: None/ECE,17.0,0,0,100,100,100,100,1.260963,100,0,0,,100.0,0,0,0,100,0,100,0,0.0,,,,3.0,0,100,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,42.0,0,0,0,0,0,100,1.260963,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,16.0,0,0,100,100,100,100,1.260963,0,0,0,,0.0,100,0,100,100,0,100,100,100.0,,7.0,,,0,0,100,0,0.0,0,100,0,0.0
Total,2010,Rural,Great Lake,Rich,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,15.0,0,0,100,100,100,100,1.260963,0,0,0,,0.0,100,0,100,100,100,0,100,100.0,,3.0,,3.0,0,0,100,100,100.0,0,100,100,100.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,8.0,0,100,0,0,100,100,1.260963,100,0,0,,,100,0,0,0,0,0,0,0.0,,,,3.0,100,0,0,0,100.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,6.0,0,100,0,0,100,100,1.260963,100,0,0,,,0,0,0,0,0,0,0,0.0,,,,1.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,2.0,100,0,0,0,0,0,1.260963,100,100,100,100.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,23.0,0,0,100,100,100,100,1.260963,0,0,0,,0.0,100,0,0,0,0,100,100,0.0,,,,3.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,43.0,0,0,0,0,0,100,1.260963,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,2.0,100,0,0,0,0,0,1.260963,100,0,100,0.0,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poorest,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,32.0,0,0,0,0,0,100,1.260963,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: YES,Male,CH Sex: Female,Mother Edu: Primary,44.0,0,0,0,0,0,100,1.260963,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,29.0,0,0,0,0,0,100,1.260963,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,55.0,0,0,0,0,0,100,1.260963,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,7.0,0,100,0,0,100,100,1.121862,100,0,0,,,0,0,0,100,100,100,100,100.0,,,,,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,45.0,0,0,0,0,0,100,1.121862,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
Total,2010,Rural,Great Lake,Rich,Elderly HoH: NO,Male,CH Sex: Male,Mother Edu: Primary,14.0,0,0,100,100,100,100,1.121862,100,0,0,,100.0,100,100,0,100,0,100,0,100.0,,,,,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Poor,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,10.0,0,0,100,0,100,100,1.121862,100,0,0,,,100,100,0,0,0,0,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,18.0,0,0,100,100,100,100,1.121862,0,0,0,,0.0,100,0,0,0,0,0,0,0.0,,,,2.0,0,0,0,0,0.0,0,0,0,0.0
Total,2010,Rural,Great Lake,Middle,Elderly HoH: NO,Male,CH Sex: Female,Mother Edu: Primary,37.0,0,0,0,0,0,100,1.121862,0,100,100,,,0,0,0,0,0,0,0,,,,,,0,0,0,0,,0,0,0,
